Algoritmo#Tamanho#Nthreads#Duração
Sequencial#100000#1#0,440809
Concorrente#100000#1#0,443756
Sequencial#100000#1#0,424182
Concorrente#100000#1#0,427952
Sequencial#100000#1#0,430041
Concorrente#100000#1#0,431222
Sequencial#100000#1#0,422376
Concorrente#100000#1#0,421518
Sequencial#100000#1#0,440513
Concorrente#100000#1#0,434910
Sequencial#100000#2#0,430413
Concorrente#100000#2#0,217284
Sequencial#100000#2#0,440912
Concorrente#100000#2#0,219601
Sequencial#100000#2#0,431040
Concorrente#100000#2#0,218701
Sequencial#100000#2#0,420292
Concorrente#100000#2#0,210869
Sequencial#100000#2#0,427702
Concorrente#100000#2#0,214512
Sequencial#100000#4#0,425409
Concorrente#100000#4#0,110453
Sequencial#100000#4#0,431712
Concorrente#100000#4#0,112435
Sequencial#100000#4#0,423086
Concorrente#100000#4#0,114953
Sequencial#100000#4#0,435327
Concorrente#100000#4#0,135551
Sequencial#100000#4#0,427540
Concorrente#100000#4#0,110889
Sequencial#1000000#1#4,288628
Concorrente#1000000#1#4,308232
Sequencial#1000000#1#4,271645
Concorrente#1000000#1#4,270652
Sequencial#1000000#1#4,280421
Concorrente#1000000#1#4,317302
Sequencial#1000000#1#4,319753
Concorrente#1000000#1#4,285477
Sequencial#1000000#1#4,273366
Concorrente#1000000#1#4,281451
Sequencial#1000000#2#4,268959
Concorrente#1000000#2#2,156572
Sequencial#1000000#2#4,256585
Concorrente#1000000#2#3,234126
Sequencial#1000000#2#4,285010
Concorrente#1000000#2#2,155077
Sequencial#1000000#2#4,265481
Concorrente#1000000#2#2,448818
Sequencial#1000000#2#4,258030
Concorrente#1000000#2#2,183423
Sequencial#1000000#4#4,283130
Concorrente#1000000#4#1,278762
Sequencial#1000000#4#4,324840
Concorrente#1000000#4#1,337631
Sequencial#1000000#4#4,293626
Concorrente#1000000#4#1,270181
Sequencial#1000000#4#4,338851
Concorrente#1000000#4#1,247910
Sequencial#1000000#4#4,311231
Concorrente#1000000#4#1,436433
Sequencial#10000000#1#43,274267
Concorrente#10000000#1#43,300579
Sequencial#10000000#1#43,772029
Concorrente#10000000#1#43,809749
Sequencial#10000000#1#43,750595
Concorrente#10000000#1#43,753283
Sequencial#10000000#1#43,688720
Concorrente#10000000#1#43,624431
Sequencial#10000000#1#43,834568
Concorrente#10000000#1#43,918326
Sequencial#10000000#2#43,738732
Concorrente#10000000#2#23,938861
Sequencial#10000000#2#43,680957
Concorrente#10000000#2#23,276519
Sequencial#10000000#2#43,634713
Concorrente#10000000#2#23,209456
Sequencial#10000000#2#43,830792
Concorrente#10000000#2#25,013792
Sequencial#10000000#2#43,720402
Concorrente#10000000#2#23,792966
Sequencial#10000000#4#43,806686
Concorrente#10000000#4#13,297797
Sequencial#10000000#4#43,732834
Concorrente#10000000#4#13,199314
Sequencial#10000000#4#43,744863
Concorrente#10000000#4#13,185825
Sequencial#10000000#4#43,975791
Concorrente#10000000#4#13,027647
Sequencial#10000000#4#43,710115
Concorrente#10000000#4#13,232207
